,sentence,target,type,hateSpeech
553,এর এমন শাস্তি হওয়া উচিত যা দেখে জীবনে আর কেউ কোনোদিন এমন কাজ করার কথা কল্পনাও করতে না পারে তিলে তিলে একটু একটু করে মারা উচিত জালিম কথাকার,ind,callToViolence,1
554,এর পটকি বাইদি রট গরম কইরা ডুকাউ সালারে,male,callToViolence_slander,1
555,এর বাড়ি কোন জায়গা মাদারচোদের,ind,slander,1
556,এর মতো জানোয়ার কে শরিরে আগুন দিয়ে মেরে ফেলা উচিত ও মানুষ রুপি পশু,ind,callToViolence_slander,1
557,এর মতো নির্লজ্জ বেহায়া কাজ আর কি হতে পারে,ind,callToViolence,1
558,এর সোনার মধ্য গরম চিক দেক মাগি আর ডিসি খানকির পোলার লাওড়ার মধ্য ইট বেদে দেক,male_female,callToViolence_gender_slander,1
559,এর হাত কেটে নেওয়া উচিদ,ind,callToViolence,1
560,এরকম একটু ফুরতি তলে তলে সবাই করে।এখন ওরা সেলিব্রেটি তাই ওদের টা ফাস হলেই শিরোনাম হয়ে জায়।সানিয়া মিরজার মত মাল সামনে পেলে যে কোন পোলার ই ধন দারিয়ে যাবে।মেয়ে রা ফুরতি করার ই মাল।খানকিদের মত চলা ফেরা করবো আবার ওনাদের চুদলেও দোশ নাকি??,ind,gender,1
561,এরকম কূলাঙ্গার ছেলে কে পিটিয়ে মেরে ফেলার দরকার কোন খমা করা উচিত না যথা যত সাস্তি হোক,male,callToViolence_slander,1
562,এরকম ছেলে কুকুরের মত গুলি করে মারা উচিত,male,callToViolence,1
563,এরকম ছেলেকে এলাকার মানুষ সবাই মিলে একসাথে মেরে ফেলা দরকার এরা দেশের কুলাঙ্গার এদের জন্যই দেশের এই পরিস্থিতি,male,callToViolence_slander,1
564,এরকম জানোয়ার মানুষদের বেঁচে থাকার কোন অধিকার নেই,ind,callToViolence_slander,1
565,এরা ইহুদী খৃস্টান দের দালাল আমাদের দেশে ফেতনা তৈরি করছে,group,religion,1
566,এরা উন্নত করবে দেশ যে কিনা মাগী বাজ।এদের কাছ থেকে ভালো কিছু আশা করা যায় না। এদেরকে বহিষ্কার করা উচিত এমন পদ থেকে।,ind,slander,1
567,এরা কি আসলে বিচারকের আওতায় পড়ে অভিনয়ে আসলো তো কয়েক বছর আগে।আমি বুঝিনা এইসব বেয়াদবদের কেন বিচারকের দায়িত্ব দেওয়া হয় তবে একটা বিষয় বুঝতে পারছি যে মাসুদ রানা করার জন্য যে পরিমাণ হাকঢাক করছে আদৌ কি করবে আচ্ছা যদি করে তবে বাছাই করার জন্যে বড় মাপের কোন বিচারক যারা অভিনয় বোঝেন যারা পরিচালক ছবির সাথে জড়িত তারা কেন নেই পরিষ্কার বাংলায় একটা কথা বলি অনেক বাজেটের ছবি যদি হয় তবে তাদের এইটুকু মাথায় রাখা উচিৎ ছিলো যে দের বিচারের কাজে না নেওয়া।ফল কি দেখলেন আর এরা খুবই অহংকারী। এদের মাপকাঠির চেয়ে অহংকারটাই ফুটিয়ে তুলেছে। থু থু মারি এদের মুখে,group,callToViolence_slander,1
568,এরা কি ছাত্র বা শিক্ষার্থী? শিক্ষকদের থেকে এরা কি শিক্ষা নেয়? এসব শয়তানদেরকে শিক্ষাপ্রতিষ্ঠান থেকে একটা একটা করে বের করে দেওয়া দরকার। তাড়াতাড়ি রাজনীতি বন্ধ করা দরকার।,ind,slander,1
569,এরা কি বিচারক নাকি নটির বাচ্চা দারি টা ওয়ালা পাগলের বাচ্চা,ind,slander,1
570,এরা চার নাসতিক,group,religion,1
571,এরা জাতীয় জানোয়ার ।,group,slander,1
572,এরা নাস্তিক ওদেরকে আল্লাহ সহি দিন বুজার তফিক দান করুণ আমিন,group,religion,1
573,এরা নিজেদের যে কি ভাবে তা নিজেরাও জানে না।ছেচ্চর কতগুলো। আর এরা নাকি বিচারক এদের শুধু প্লাস্টিক সেন্ডেল জুতা দিয়ে কয়টা কসায় বারি দেয়া উচিত।,group,callToViolence,1
574,এরা বাল ছেরা চুদি বিচারক,group,slander,1
575,এরা বিচারক আগে হাইস্যা লই। পরে কমেন্ট করব। নাহ আজ আর ঘুমাতে পারব না হাসির জন্য,group,slander,1
576,এরা যে কয় জন ইসলাম এর পিছনে লেগে আছে এদের ইসলাম এর পেছনে লাগার একটাই কারণ একটাই উদ্দেশ্য এরা নিজেদেরকে হাইলাইট এবং পপুলার করতে চায় তা ছাড়া অন্য কোনো কারণ নেই আর এদেরকে নিয়ে এত মাতামাতি করার কোনো দরকার নেই আমাদের। এরা এমনিতেই নাস্তিক ছিল আছে এবং তওবা না করা পর্যন্ত থাকবে,group,religion,1
577,এরা সব জারজ,group,slander,1
578,এরা সবাই জারোজ,group,slander,1
579,এরা হলো বাংলাদেশে বেয়াদব,group,slander,1
580,এরে আগুনে পুরাইয়া দেওসালা একটা অমানুষজানোয়ার,ind,callToViolence_slander,1
581,এরে জবাই করে দে কেউ,ind,callToViolence,1
582,এসব কুত্তার বাচ্চা জন্য দেশ নষ্ট হচ্ছে,ind,slander,1
583,এসব ছবিগুলো মানুষ আগে দেখ তো তোদের এখন বালের ছবি কেউ দেখেনা,ind,slander,1
584,এসব পাগলাচোদাদের পুটকির মদ্ধে শালকাঠ ডুকাইতে মন চায়। দেওয়ানবাগীরে কুত্তা দিয়া চুূদাও। বাংগালী এখনো এতো মুর্খ যে ওর পা চাটে মুর্খ বাংগালি এজন্যই উন্নতি নাই সালা গরিব মুর্খ বাংগালী আল্লাহর কাজ না করে উল্টো দেওয়ানবাগি চুদাও।,male_group,callToViolence_slander,1
585,এসব পালতু খবর জে কোথায় পায় সাকিব সুটিং নিয়ে ব্যচত আর পাগল চাগল এসব খবর কোতায় থেকে পায়,ind,slander,1
586,এসব ফাজিলের দল,group,slander,1
587,এসব ভন্ড দের আল্লাহর গজব দিক,group,callToViolence_slander,1
588,এসব ভন্ডদের দোষ দিয়ে লাভ কি এদের যত ভক্ত আছে তাদের কে জুতাপিটা করে বাংলা দেশ থেকে বের করে দেওয়া উচিত,group,callToViolence_slander,1
589,এসব ভিডিওর নেপথ্যে যদি অতিন্দ্র#র হাত থেকে থাকে তাহলে অতীন্দ্র কে বলব রেললাইনের কোন পাগলের উপকার করতে হলে নিঃস্বার্থভাবে তা করুন এক পর্যায়ে গিয়ে পাগলের সাথে প্রতিযোগিতা করে দুটো পক্ষ সৃষ্টি করার দরকার নেই অতি খুশিতে দিশে হারিয়ে একজন পাগল মহিলা আরো বেশি পাগল হয়ে যদি ভুল বলে থাকে সেখানে দোষ ধরা কোন সুস্থ মানুষের কাজ না রানুদের চোখ থেকে যদি আবার অশ্রু ঝরে সমাজের জন্য সেটা হবে মস্ত বড় লজ্জার,ind,slander,1
590,এসব মাদারচুদের পাছায় গরম ডিম ডুকাইয়া দেওয়া দরকার,ind,callToViolence_slander,1
591,এসব মাসুদ রানা টাসুদ রানা বাদ দেন আগে বিচারক ঠিক করেন এরা নিজেরাই ঠিক নাই মাসুদ রানা ঠিক করতে গেছে কেনো দেশে কি আর কোন অভিনেতা নেত্রী নাই নাকি যে এসব বেশ্যা মাগি আর গরুর মত বিচারক বসায় রাখচেন এরাই ভদ্র ব্যবহার করতে যানে না আবার মাসুদ রানা কেমন ছিলো জিগ্যেস করে যত সব আবাল মার্কা লোক তিব্র নিন্দা ও প্রতিবাদ জানাই,group,gender_slander,1
592,ঐ কুতত্তার বাচচা পুলিশ লওগ কে মেরে পেলো এই সরকার বিচার না করলে কোন প্রবাসী ভোএ দিবে না সৌদিআরব হইতে,ind,callToViolence_slander,1
593,ঐ কুত্তা একি কথা বলছ,ind,slander,1
594,ঐ কুত্তাকে জীবন্ত মেরে পেলতাম যদি কাছে পায়তাম,ind,callToViolence_slander,1
595,ঐ কুত্তার বাচ্চারকে সামনে পেলে কী জে করতাম ওর তো ফাসি হওয়া দরকার,ind,callToViolence_slander,1
596,ঐ কূত্তার বাচ্চা তুই মোহাম্মাদ নিয়ে গালি দিল ক্যান তুই বাংলাদেশ এ আসতোর ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু,ind,callToViolence_slander,1
597,ঐ খানকি মাগী তুই হেডিং এ কি লেখছিস আর বলছিস কি ধোকাবাজ তোর চ্যানেল দিলাম,female,gender,1
598,ঐ খানিক তর কি মা নেই,ind,slander,1
599,ঐ চুত মারানি সোনার খবর বলিশ মাগি মিথ্যা বলে মাণুকে বিবরানতি করছ,female,gender_slander,1
600,ঐ ছেলেটির সাথে অবিচার করা হয়েছে ফালতু জাজ। বেশির ভাগের অপমান করা হইসে। যত দেখি তত রাগ হয়। এজন্যই বাংলাদেশের কোনো রিয়ালিটি শো চলে না।,ind,slander,1
601,"ঐ জাতির জন্য ধবংশ, যে জাতি জেনে-শুনে মাগি বা ব্যাসাদেরকে (প্রভা এবং অন্যান্য) খারাপ কাজের আরোও বেশি সুযোগ করে দেয় এবং নিজেরাও জড়িত হয়। ঐ সকল লোকগুলো কতই না খারাপ যারা মাগিদের এবং ব্যাসাদের সাথে প্রোগ্রাম করে এবং প্রোগ্রাম পরিচালনা করে।আমার মনে হয়, তাদের অনেকের মায়েরাও প্রভার মতো।",female,gender_religion,1
602,ঐ টা মাগি ছারা আর তো কিছুই না ওকে খানকি কে বাংলাদেশ থেকে বের করে দেওয়া হক,female,gender,1
603,ঐ নারি বিশেষ সুবিধা নেওয়ায় জন্য ডিসি সামনে কাপড় খুলেছে।,female,gender,1
604,ঐ মাদার চোদেরা ভারত গরু কুরবানী নিষিদ্দ করছিল মুরগী চুরের বাচ্ছা খানকির পোলা আর সামিয়া তুই খানকি ইসলামের কিছু জানা আছে তর তর মাংগের ভিতরে সরাসরি যদি রড ডুকানো হয় তাও আমার মনে শান্তি আসবনা কারন তরা কাকে অপমান করছিস এশিয়া মহাদেশের সাখুল হাদিস হলেন উনার বাবা,ind,callToViolence_slander,1
605,ঐ মাদারচুত তর বাপের সন্তান না তুই তর মায়ের যাওরা সন্তান কি তুই,ind,slander,1
606,ঐ শালার শইতানের শইতান,male,slander,1
607,ঐ সালার পুত কে গুলি করে মারার দরকার,male,callToViolence_slander,1
608,ঐই লাল জাওলা একটা জানওরে বাছা,ind,slander,1
609,ঐবেটাকে দেখতে লুচ্ছার মতো লাগে,ind,slander,1
610,ঐর মা কে চোদ,male_female,callToViolence,1
611,ও আমার মা ও বোনেরা আগে আমারদেশের ইসলাম ধর্মকে মানুন। ভিডিও হচ্ছে চলতেছে সাড়া বিশ্ব দেখবে। তো মাথায় আগে কাপড় রাখেন। ওবায়েদুল কাদের ও তো দেশের কুলাংগারের দলের একজন চাম বিছা কই দেশের একজন শহীদ প্রেসিডেন্টর জিয়াউর রহমানের স্ত্রী আর কই কুলাংগারের দলের একজন গুখোড়। অপু তো চালার আপনি তো মুসলমান তো অপুর সাথে আপনার অনেক ব্যবদান আছে। আপনি মুসলমান আপনাকে ইসলাম মানতে হবে। পর্দা করুন। কেমন।,male,slander,1
612,ও একটা অমানুষ কুত্তা,ind,slander,1
613,ও একটা মাগি,female,gender,1
614,ও একটা রেনডি,ind,gender,1
615,ও চুদনার পোলা। না বুচলে কথা বল কেন,ind,slander,1
616,ও তএকটি কুত্তা জানোয়ার শুয়র ওর গলা কেটে টাংগানো উচিত,ind,callToViolence_slander,1
617,ও বাংলাদেশের হইলে খানকির পোলারে খাইয়া ফেলাইতাম,ind,callToViolence_slander,1
618,ও মাদার চৌদ তরে পাইলে কী যে করলাম হইলে সালা হারামজাধা,ind,callToViolence_slander,1
619,ও মানুষ না ও একটা জানোয়ার,ind,slander,1
620,ও শালিরে গরু দিয়া,female,gender,1
621,ও সালা মানুষ না জানুয়ার বাপ যত ভুল ই করুক বাবার গায়ে হাত দেয়া যাবেনা ঠিক বলছিনা,ind,slander,1
622,ওই কুকুর টাকে মেরে ফেলেন,ind,callToViolence,1
623,ওই কুকুর তুরে,ind,slander,1
624,ওই কুকুরের ফাঁসি চাই নাহলে একটা বাস যেটা কোন শহরে আছে সেটা ওর পাছা দিয়ে ঢুকিয়ে দেয়া হোক তারপর ওর শাস্তি কমবে না আরো ভয় থাকলে সেটা ওর জন্য ব্যবস্থা করা হোক,ind,callToViolence_slander,1
625,ওই কুকুরের বাচ্চার কুকুরের দে খাবা,ind,slander,1
626,ওই কুত্তা কে ঢাবি ছাত্রের হাতে দেকুত্তা কে কুত্তার মত মারতে এরাই ভাল পারে,male,callToViolence_slander,1
627,ওই কুত্তার বাচ্চা,ind,slander,1
628,ওই কুত্তার বাচ্চা মুদি কে ফাসি দেওয়া দরকার,ind,slander,1
629,ওই কুত্তার বাচ্ছারে যদি আপনারা পিটাতে না পারেন তাহলে আমার কাছে পাঠিয়ে দেন আমি জুতা দিয়ে পিটাইয়া সাইজ করবো শালার পুতেরে,ind,callToViolence_slander,1
630,ওই খানকির ছেলেকে গুলি করে মেরে দেওয়া উচিত,ind,callToViolence_slander,1
631,ওই খানকির পুলার বাড়ি কই আমরা যদি থাকতাম তা হলে যে কি হতো আল্লাহ জানে,male,callToViolence_slander,1
632,ওই গানকির পোলা তুই ও তোর ছেলে হাতে আরো বেশি মাইর খাবি মনে রাখিস,male,callToViolence_slander,1
633,ওই চুতমারানি মাগীকে ফাঁসি দেওয়া হোক,female,callToViolence_gender,1
634,ওই চুদির ভাই মুশফিকের জার্সি পরা লোক কেন ওইভাবে তাকে ধরে রাখবে ওই চুতমারানি রে মাইর দেওয়া উচিত।,ind,callToViolence_slander,1
635,ওই ছেলে টার পাসে বাংলাদেশের জারছি গায়ে ওই বানচোদ কিছু বুঝে না কিছু না ওই ছেলে টাকে চোরের মত করে ধরে রাখছে কেন সালা মাদারচোদ বাংলাদেশের জারছি গায়ে দিছে সালা গাজা খাই মাটি খেয়ে নিশা করে,male,callToViolence_slander,1
636,ওই ছেলের উপর আল্লার গজব পড়বে যে বাপ মায়ের গায়ে হাত তোলে,male,callToViolence,1
637,ওই জানোয়ার ওর বাবাকে যে কটা চড় মেরেছে প্রোত্যেকটা মনে হয়েছে আমার বুকের ভিতর লেগেছে ওর কঠিন শাস্তি হয় যেনো প্রোসাসনের কাছে দাবি ।,ind,slander,1
638,ওই জানোয়ারকে কঠিন ভাবে শাস্তি দেওয়া হক,ind,slander,1
639,ওই তোর রাজাকারের মাইরে চুদি তুই তোর বিএনপি নিয়া পাকিস্তান যা বান্দি মাগীর বাচ্চা গলা ওচা কইরা বলচ কো তুই কোন সেক্টরের মুক্তিযোদ্ধা তোগো মাতো মীর জাফরা বাংলার ইতিহাসের ধ্বংসের কারন আজকে কেন কিয়ামত এর আগ দিন পর্যন্ত তুই রাজাকার রাজাকার রাজাকার,ind,callToViolence_slander,1
640,ওই পাগল।। তোরে এ নিউজ বানাতে কে কইছে।। পাগল।। ভূয়া খবর,ind,slander,1
641,ওই পাগলকে কোনো দিন দেকতে ছাইনা কেমেরার সামনে,ind,slander,1
642,ওই পুলিশের জন গনের মাজে জুতার মালা গলায় পরিয়ে বহিষ্কার করা হোক এটাই আমি চাই,ind,callToViolence,1
643,ওই বাইনচুদ বাবাকে,ind,slander,1
644,ওই মাদার ছুদেরা এখন কাদছ কেন ওদের ফাসি চাই,ind,slander,1
645,ওই মিন্নি মাগি শবদোশ তর,female,gender,1
646,ওই শালা তর নাম আর ঠিকানা দে আহমাদ শফি রেজাউল করিম আর ওলিপুরি ভন্ড কে বলসে তরে,male,callToViolence_slander,1
647,ওই শালাকে আমার কাছে আইনাদে,male,callToViolence_slander,1
648,ওই শালাকে পাইলে আমি যে কি করতাম,male,callToViolence_slander,1
649,ওই শালার চুল কি রকম ওই শালা দেখেছে,ind,slander,1
650,ওই শালার বউ ওখানে দাঁড়িয়ে দাঁড়িয়ে কি বলছে আর ও মারছে ওর বউকে আইনের আওতায় আনা উচিত,female,slander,1
651,ওই শালি শাবনম ফারিয়া আমার জেলার তাই গালি দিতে পারলাম না। তা না হলে অই গালিডা দিতাম,female,slander,1
652,ওই শালি সাথী যখন তোর মা ভিক্ষা করতো তখন মা বলে পরিচয় দিসনি আর এখন মা বলে পরিচয় দিস রানু দিদির টাকার জন্য তাই তো এমন মেয়ে থাকার চেয়ে না থাকাই ভালো আমার সংগে কে কে একমত দিন,female,gender,1
653,ওই সনতান কুকুরের সমান ফাশি দেও জাবেনা জাবোতজীবন কারাদনড দিন,ind,slander,1
654,ওই সালা কুত্তার বাচ্চা,male,slander,1
655,ওই সালা ছেলেনা জানোয়ার,male,slander,1
656,ওই সালা তাই আসরাফুল মারা গেছে,male,slander,1
657,ওই সালা মরলেও মানুষ হবেনা,male,slander,1
658,ওই সালাকে আমাকে ধরি দিন,male,slander,1
659,ওই সালাকে ফাসি দেওয়া হোক,male,slander,1
660,ওই হারামজাদার বাড়ি কইওরে ঔখানে যাইয়া পিডামু,ind,callToViolence_slander,1
661,ওই হালাই দারাইছে ওরে আমি পাইলে জুতা দিয়ে পিটাইতাম,male,callToViolence_slander,1
662,ওই হালার পুতেরা আমিন ধর,group,slander,1
663,ওই হালার পুতেরা তোরা কি বালের জাজ রে,male,slander,1
664,ওই হালার বউডাও শয়তান বনগাঁয় নিইয়া সরকারি ঘরের ইট টানাবো,female,slander,1
665,ওও একটা কুকুর ওকে ফাসি দেওয়া দরকার এগুলো সবার নজরে আসা উচিৎ,ind,slander,1
666,ওও কি কচ্চে শালির বেটি পকানের নিচে একটা থাপ্পর মারবো আজীবন এর মত ঝিরঝির করবি,female,callToViolence_gender,1
667,ওকে আগে পিটিয়ে নে ভাই তার পর পুলিশে দে,ind,callToViolence,1
668,ওকে জোতা দিয়ে পিটারে বাই,ind,callToViolence,1
669,ওকে ধরে পুড়িয়ে দাও সবাই ও জানোয়ার থেকেও নিকৃ্ষ্ট,ind,callToViolence_slander,1
670,ওকে পাথর মারতে মারতে মেরেপেলা উচিত,ind,callToViolence,1
671,ওকে ফাঁস দেওয়া নটি ছায়োল,ind,slander,1
672,ওকে ফাঁসি নয় ওকে বেঁধে চার পাশে পাগলা কুকুর দিয়ে কামড়িয়ে কামড়িয়ে জনসমক্ষে মারা হোক,ind,callToViolence,1
673,ওকে মনে হয় একটা কুওার বাচ্চা,ind,slander,1
674,ওগো মতো লোকি রাস্তায় কুত্তার মত গুলি খাইয়া মরে।সাথে এক মাগি তো আছেই,male,gender_slander,1
675,ওদের কে লাতি মারা উচিৎ ওরা অশিক্ষিত,ind,callToViolence_slander,1
676,ওদের দু জনকে হিজরা বানিয়ে চেরে দেয়া হোক।পৃথিবিতে এই সাস্তিটা এক দৃস্টান্ত হয়ে থাকবে।,group,gender,1
677,ওদের পাগলামি দেখে শয়তান অবাক,ind,slander,1
678,ওনার ভোদাটা কি ঠিক আছে নাকি মহা সাগর,female,gender,1
679,ওপু পাগল আর চামচা মি করে,female,slander,1
680,ওবাদুল কাদের একটা বলদ এই গরমের মধ্য কি এটা মুটাকুট গায়দিছে বলদ,male,slander,1
681,ওবায়দুল কাদেরের জাঙ্গিয়ার দাম মনে হয় লাখ টাকা করে শালার কাউয়া কাদের,male,slander,1
682,ওয়া্ইসি ভারতের ধোন ছিড়বেকিচ্ছু করতে পারবেনা চ্যাটের ওয়াইছিআর সৌদি আরব এক নম্বর চুৎমারানি দেশ মুসলীমদের শত্রু ইহুদিদের দালাল,group,religion,1
683,ওর কোন মাফ নাই। শালার লুচ্চা,male,slander,1
684,ওর নুনু কেটে দাও,male,callToViolence,1
685,ওর পাছা দিয়ে মরিচের গুড়া ডুকিয়ে তার পর উল্ট করে ঝুলিয়ে যতখন পরযন্ত না মরে ততখন ঝুলিয়ে রাখার দাবি করছি,ind,callToViolence,1
686,ওর পুটকির ছিদ্র দিয়া গরম লোহার শিক ঢুকানো দরকার আর ওরে অন্ধকার ঘরে ফাঁসিতে জুলিয়ে মারা দরকার,ind,callToViolence,1
687,ওর ফাঁসি হওয়া উচিত যদি ফাঁসি হয় তা হল ওর কোন ক্ষমা নেই ও একটা কুকুরের বাচ্চা,ind,slander,1
688,ওর বাবা একটা মাগির দালাল ছিল,ind,slander,1
689,ওর মত মেয়েরা দেশে হাজার হাজার জারস সন্তান জন্মে দিছে তারা এখন ইসলাম নিয়ে বাজে কতা বলে,group,slander,1
690,ওর মতো শয়তানের ফাঁসি চাই,ind,religion,1
691,ওর মারেচদি,female,callToViolence,1
692,ওর মুখে জুতা মারো,ind,callToViolence,1
693,ওর শাশুড়ির ভোদা আর ওর বউয়ের ভোদা দিয়ে ওকে ধুকিয়ে দেওয়া হউক খানকির জামাই,female,callToViolence_slander,1
694,ওর সোনা দিয়ে কলা দিব আমি মাগি জাহান্নমেরে বয়নাই তোর মাগি তোই মরবেনা শালি,female,gender,1
695,ওরা দুধ দেখিয়ে ছেলেদের প্রব্লেম করে রাস্তা ঘাটে আমরা ধন দেখিয়ে মেয়েদের প্রব্লেম করবো। তারপর যদি সরকার এর ব্যাবস্থা নেয়।,female,gender,1
696,ওরা পতিতার চেয়ে খারাপ,group,gender,1
697,ওরা পর্ন তারকা না তারা এক একজন আন্তর্জাতিক মাগি তবে আপনি এরকম মিত্যা হেডিং দিয়ে প্রমান করলেন আপনি ও খানকি কম না,group,gender_slander,1
698,ওরা বিচারকের যোগ্য না। ওদের এক এক করে খারা চোদন দাও।,group,slander,1
699,ওরা যদি ফ্রী যৌনসুখ দেয় তুই কত টাকা দিয়ে চুদাংফা,group,gender,1
700,ওরে আমি যদি সামনে পাইতাম তাহলে ভানইনচোদরে মাইরাআব্বা কি জিনিস বুঝাইতাম,ind,callToViolence_slander,1
701,ওরে কেউ মারলো না কেনো,ind,callToViolence,1
702,ওরে খবিশ কোনো শয়তান নবির বেশ নিতে পারেনা।আর তুই একবার বলিস নবির মেয়ে ফাতেমাকে নাকি বিয়ে করছিস এখন বলছিস তোকে মানুষ নবির বেশে দেখে তুই কি বুঝিস যে তুই কি বলিস?আস্ত খবিশ একটা,ind,religion_slander,1
703,ওরে খানকিরপোলা মুসফিক তোর বেতন ভাতা ও ভিঙখা এই জনগণের টাকা আসে।।। তোরা খেলোস মেটা অংকের টাকা জন্য দেশ ও জাতির জন্য না চুদি তোদের লোভ ও টাকারে,male,slander,1
704,ওরে খানির ফোলা নয়নের মিন্নীর মিনিটের হট নেকেট বিডিও আমি কেখচি খানকিে পোলা,male,slander,1
705,ওরে ঘোরা দিয়ে চোদা খাওয়া,ind,callToViolence,1
706,ওরে চুদে মজা লাগবে না,ind,slander,1
707,ওরে জন্নের সময় কেন মেড়েপেলে হলো না,ind,callToViolence,1
708,ওরে জানোয়ারজাহান্নামেও তোর জায়গা হবে না,ind,slander,1
709,ওরে জুতা পিটা করার দরকার ছিল ।সালা ভন্ড,male,callToViolence_slander,1
710,ওরে জুতা মার সালা কুততা শয়তান,ind,callToViolence_religion_slander,1
711,ওরে জুতা মারা দরকার সালা বিচারক,male,callToViolence_slander,1
712,ওরে ঝরম দিয়া দা এই মার দুনিয়ার সবসেয়ে বড়ো বুল,ind,callToViolence,1
713,ওরে পিডায়া এলাকা ছাড়া করা উচিত,ind,callToViolence,1
714,ওরে পুটকি দিয়ে সিদ্ধ ডিম দেন,ind,callToViolence,1
715,ওরে পুলিশের হাতে তুলে দেয়ার আগে সবাই মিলে ওকে পিটিয়ে আধমরা করলো না কেন,ind,callToViolence,1
716,ওরে বেশ্যা মাগী ইংরেজি বলতে তো পারিস না। আমেরিকান একসেন্ট এ বাংলা বলে কি নিজের রেট বারাবার চেষ্টা করছস তোর মত ছিনাল মাগীদের জন্য বাকি মেয়েরা নষ্ট হচ্ছে।,female,gender,1
717,ওরে ভাই ওই সালা তো ওর বাবা জেতো গুলো তাপ্পর মারলো আমার মনে হলো ওহ ওর বাবা কে মারছে না যেনো আমার অনে হলো ওহ সালা আমাকে কে মারতেছে সালা কে পুলিস নিয়া হাত দুটো কেটে দেয়,ind,callToViolence_slander,1
718,ওরে মাগী তুই এটা মরীর বাচ্চা,female,gender,1
719,ওরে সামনে পাইলে গায়ে যতহ্মন শক্তি থাকত ততহ্মন পেদাতাম,ind,callToViolence,1
720,ওহ ওহ ওহ পেটে ডুকে যায় তোমার এটা এতোবড়ো কেন.... হা হা হা হায়রে প্রভা মাগী,female,gender,1
721,"ওহে দালাল, ধানের শীষে ভোট দেওয়ায় ধর্ষকলীগ কর্তৃক নোয়াখালীতে গৃহবধু গনধর্ষীত হওয়ায় আপনার চেতনা জাগ্রত হয়না?",ind,slander,1
722,ঔ মাগি তুই এত হলি সবকিছু মূল খলনাইকা,female,gender,1
723,ঔ মাগির ফাসি চাই,female,gender,1
724,ঔ সালাতো খারাপইতাকে দাদু বলো তার কোলে যাওয়ার জন্যসালি তুই ও খারাপ,male,slander,1
725,ঔ হারামির ফাঁশি চাই,ind,slander,1
726,ঔই শালাকে লাত্থি মারতে মারতে মেরে ফেলা উচিত,male,callToViolence_slander,1
727,কছম জাজ তরে পাইলে সোয়াইয়া নিকু মারতাম খানকিরপু,ind,callToViolence_slander,1
728,কছম বী আললার ও কে পেলে ওর গালের মাংস কুকুর খায়াতাম,ind,callToViolence,1
729,কত টাকা মাগি,female,gender,1
730,কত বড় নরপশু হলে এতো ঠান্ডা মাথায় বাবাকে মারে,ind,slander,1
731,কত বড় বেয়াদব!!! ব্যবহারে বংশের পরিচয়?? এবার সারা বাংলার জুতা পেটা খায় !!,ind,slander,1
732,কততা লিগ এক দিন বুজবি,ind,slander,1
733,কত্তার বাচাকে পিটাইয়ে মারা হউক,ind,callToViolence_slander,1
734,কত্তার বাচ্চা,ind,slander,1
735,কথা কেনো ওকে ধুনে ফেলো আর ছাএলীগ ভুলে যাসনে এক মাঘে শীত যায়না তোদের গোস্ত ও একদিন কুওাকে খাওয়ানো হবে অনেক বেড়ে গেছত তোরা,ind,callToViolence,1
736,কথাই আছে বেঙ মরে মুখের দুশে শালার ও তাই হয়ছে অনেক মায়ের বুক খালি করছে শালা,ind,slander,1
737,"কনডম ফেটে যাদের জন্ম হয়েছে সেসব কোটার বলদগুলোই এখানে স্যারকে গালি দিচ্ছে। এদের মা ৭১ সালে পাকিস্তান ক্যাম্পে ভাত রান্না করতো, বাকিটা বুঝে নেন স্যার",female,slander,1
738,কমেন্ট করারা ভাসা হারিয়ে ফেলেচিশুধু এটুকু বলবো জে বিডিওটা করেছে সেতো প্রতিবাদ করতে পারতোঐটাকি মানুষ না জানুয়ার,ind,slander,1
739,কমেন্ট না করে পারলাম না।এই সমস্ত ফুল পাগল আর নটি জাজ কইথিকা আনে এরা।ওদের ত ভাল করে বাল জালায় নাই এখনও।,group,slander,1
740,কলকাতার সেক্সি মহিলা বা বিধবা বয়স্কা মহিলা থাকলে এসওওও আমার বয়স্কা দের চুদতে দারুন লাগে এ এসওওওও ভিডিও কল করে চুদবো এসওওওও,female,callToViolence,1
741,কাউয়া কাদের,male,slander,1
742,কাউয়া কাদের আর হিরো আলোম ছেইম,male,slander,1
743,কাউয়া কাদের কাউয়া কা কা কা,male,slander,1
744,কাউয়া কাদের রেডি হয়ে জাও,male,slander,1
745,কাউয়া কাদের লীগের ফাঁসি চাই,male,slander,1
746,কাউয়ার মতো না চিল্লাইয়া কথা বলো নাস্তিকগুলো,group,religion_slander,1
747,কাউয়ার সাথে মানুষের কেমনে কি .. যাকে সবাই কাউয়া হিসেবে চিনে ।আর কথায় কথায় মিথ্যা বলে।। ছিঃ ছিঃ ছিঃ,ind,slander,1
748,কাওয়া কাদের কা কা কা কক কক শালা একটা চুতমারানি ভোট চোর,male,slander,1
749,কাওয়া কাদেরের নিকট এমন কিছু তথ্য আছে যার বিষয় একমাত্র শেখ হাসিনা জানে আর কাদিরা জানে যদি কাদিরা মরে যায় তাহলে শেখ হাসিনার পথের ভিখারি হতেহবে নতবা রাজত্ব হারাতে হবে তাই যেকোনো প্রকারে কাদিরাকে বাচাতে হবে,male,slander,1
