,sentence,target,type,hateSpeech
1493,মেয়েতাটো কাইলা ভুত কানকির পোলারা,female,slander,1
1494,মেয়েরা এরকম কেনো আর মিন্নি তো একটা খানকি মাগির সরধার মাগি বুদায় কত জোর জন কে সামাল দিতে গিয়ে এরকম হইছে এর জন্য ওই মাগি দাই,female,gender,1
1495,রিফাতকে যখন ধরে নিয়ে গেলো তখন মিন্নি সাম্ভাবিকভাবে নয়নের দলের সাথে হেটে গেলো এটা দেখেই বোঝা যায় যে মিন্নি মাগী পুরা জরিত,female,gender,1
1496,লুচ্চ সালা,male,slander,1
1497,লুচ্চা অফিসার,ind,slander,1
1498,লুচ্চা বদমাসদের লিঙ্গ কেটে দেওয়া আইন করা হক।,ind,callToViolence_slander,1
1499,লুচ্চা মেয়েরা লাইন ধরুন,female,slander,1
1500,লুচ্চামি আর খুন করতে আল্লাহর কথা মনে পড়ে নাই,ind,slander,1
1501,লুচ্চামি করছে এখন গাঢাকাদে লুচ চা হারা মি,ind,slander,1
1502,লুচ্চামি,ind,slander,1
1503,লুচ্চার মাজায় জোর নাই এই মাল চালায় কিভাবে মনে হয় আমার দরকার পরতো পারে এই মালের,ind,slander,1
1504,লোকটা তো খুব ভদ্র জানোয়ার।,male,slander,1
1505,লোকটার কোন লাজ লজ্জা নেই বেহায়া বেশরম কোথাকার,male,slander,1
1506,শালা এতদিন শুধু মোবাইলে জুয়া খেলছি বাস্তবে খেলিনায় তাই সরকারের কাছে আবেদন জুয়াটা বৈধ করা হোক সাথে মদ তাহলে অন্তত ইয়াবা খেয়ে বাংলার তরুনপ্রজন্মের ছেলেপেলে একেবারে ধ্বংস হবেনা।,female,slander,1
1507,শালা মীনির দালাল,male,slander,1
1508,শালার কোমরে শক্তি কম হ্লায় কলকাতার হারবাল খায় না কেন,male,slander,1
1509,শালার ধোনে ইট জুলাও,male,callToViolence_slander,1
1510,শালার পুতরে ফাঁসি চাই,male,slander,1
1511,শালার বন্ড গ্রুপ পাইলে একটা একটা করে ধরিয়া হাকি ওলা বাশ পাছা দিয়া ঢুকিয়া মৃত্যুর টিকিট হাতে ধরাইয়া দিতাম।,ind,callToViolence_slander,1
1512,শালী তোর কপাল ভালো যদি আমার এলাকায় হতি তোকে আমি বডি দিয়ে কোপাইতাম,female,callToViolence_gender,1
1513,শালী মিথ্যাবাদি,ind,gender,1
1514,শালীরে পাছার মধ্যে বাইড়ানির দরকার বেয়াদব নাম্বার ওয়ান।,female,callToViolence_gender_slander,1
1515,শুয়ারের বাচ্চার মাথা থেকে টুপি খোলে না কেন,male,slander,1
1516,শুয়োরের বাচ্চার কি মেয়ে আছে থাকলে জামালপুর বাসি চুদার জন্য তৈরি হও,ind,slander,1
1517,সব দোষ জনগনের ইসলাম অনুযায়ী বিচার হওয়ার দরকার মাটির নিচে শরিল পুতে ঢুরামেরে মেরে ফেলা উচিত,group,callToViolence,1
1518,সবাই এই কাজ তা করা ঠিক হয় নাই আমি অনেক জাগায় চাকরির জন্য গেসি কিন্তু খারাপ কাজ ছাড়া আমার চাকরি হয় নাই মেয়ে রা না পেরে এই কাজ করে কিচু লুইচ্চা লোকের জন্য,group,slander,1
1519,সানজিদা অফিস সহকারী হলে কি হবে খুব সেক্সি আছে তাই এই ডিসি নিজেকে নিয়ন্ত্রণ করতে পারে নি,female,gender,1
1520,সাব্বাশ খানকির ছেলে,male,slander,1
1521,সালা আবাল চুদা কচুক্ষেতে গিয়ে ফাঁসি দিয়া মর।,male,slander,1
1522,সালা বদমাইশ মাগির পোলা,male,slander,1
1523,সালা সয়তান,male,religion_slander,1
1524,সালার উপযুক্ত শাস্তি দাবি করছি সালারা দেশকে ধংশ করে দিচ্ছে,male,slander,1
1525,সালার এমনই হতে পারলাম না,male,slander,1
1526,সালার কথাবার্তার স্টাইল বেশি সুবিধার না,male,slander,1
1527,সালার পুত মাগি বাজ,male,slander,1
1528,সালের বিচার কইরা কুল পাই না এগুলির বিচার কখন করবে আমার সোনার বাংলা আমি তোমায় ???,group,slander,1
1529,স্যার আপনার নুনু গোড়াত কাটি দিলে সোজা হইলেন হয়।,male,slander,1
1530,স্যারের দোষ দিবি কেমনে তুই তোর মতো তেঁতুল দেখলে কার জিবেই না জল আসবে তাছাড়া তোর যা বডি স্ট্রাকচার জব্বার জিনিস নিগ্রো দিয়ে তোরে খেলানো যাবে এক সাথে টা লইতে পারবি তুই না জানিস স্যারের সংসার আছে তুই কেনো দুধ খাওইয়া স্যারকে মাতাল বানিয়ে উল্টা স্যারকে রেপ করলি ভিডিওতে যা দেখলাম স্যার তোরে কিছুই করতে পারে নাই তুই উল্টা স্যারের উপর চড়ে চড়ে উঠতে ছিলি যাইহোক কারো সংসারে অশান্তি করার আগে বিবেক খাটানো উচিত আর তোর মতো মহিলা কারো মা হতে পারে না সত্যি কারের গর্ভধারিণী মা কখনো এমন কাজ করে না অভাবে পরলে মানুষের বাসায় কাজ করে খায় নোংরামি করেনা বেশ্যাবৃত্তি করেনা।,male,religion,1
1531,স্যারের দোস নাই চোদা মনে হয় ভালো দিছে শালি মাগি,male,gender_slander,1
1532,হাইওয়ান অর বাচ্চা।,ind,slander,1
1533,হাইরে মানুষ মিন্নির দোষ দিয়ে হত্যাকারীদেরকে আমরা আরাল করে ফেলতেছি। আর কিচু আবাল আছে শুধু হ হ করে।,ind,slander,1
1534,হারামজাদা ‌তোর ফাস‌ি হওয়া উচিত,ind,slander,1
1535,হালার পুতরে বিচি থেতলিয়ে দে,male,callToViolence_slander,1
1536,হালার পুতে লুচ্চামি কইরা কয় তদন্ত চলছে কতোবড় মাদার চোদ খানকির পুতে।,male,slander,1
1537,হালারে জুতা পিটা করা উচিৎ,male,callToViolence_slander,1
1538,হোক সে জেলা প্রশাসক ধোনের জ্বালা তো আছে নাকি!,ind,slander,1
1539,হ্যেকার গ্রুপ কি ওর মায়্রপ চুদতে চাইসিলো,ind,slander,1
1540,অপরাধ করার আগে স্মরণ থাকে না এবার ফাঁসির কাষ্ঠে ঝুলতে হবে।,,,0
1541,অপেক্ষায় আছে বাংলাদেশের কোটি মানুষ কবে শুনতে পাবো আমরা আবরার ফাহাদের হত্যাকারিদের ফাঁসির রায়।,,,0
1542,অসাধারণ একটা কিস্ছা খুব ভালো লাগলো।,,,0
1543,আইনের লোকগুলো এতদিন কোথায় ছিলো এতদিন কি তাদের নজরে পরে নাই একটা জিনিস তো আর হুট করে তৈরি হয়না প্রধান সমস্যা হলো তাদের টাকার ভাগ পাই নাই এজন্য অভিযান চালাইছে,,,0
1544,আওয়ামীলীগ নেতার বাড়িতে আছে খুনি,,,0
1545,আকাম করেছে তাও তার কোন ক্ষতি করে নাই। ।।।তাকে ডিসির সাথে বিয়ে দিয়ে বাঁচার রাস্তা করে দেয়া হোক,,,0
1546,আগে।সঠিক।তদন।করতে।হবে তার।পর বিচার,,,0
1547,আপনার কে ধন্যবাদ।,,,0
1548,আবার আসিব ফিরে ধানসিঁড়িটির তীরে এই এইসব আর নেই জীবনানন্দ দাশ। এখন আসলে কার কুপে প্রাণ যায় সেটার ঠিক নেই।এই বাংলা এখন আর আগের মত নেই।,,,0
1549,আমরা বুঝতে পারছি ছারের মাইরে আপনি সন্তুষ্ট হইছেন সেই জন্য সারের দুষ দিতে চাননা যাতি বুজেছে আপনি আবার সারের কাছে জাইবেন তাতে কিনু সন্দেহ নাই! আর আপনি বিচার চাওয়া অচিত আমি মনে করি এতো চিপায় কোন চিটার কেমেরা লাগাইছে,,,0
1550,আমরা সব গুলি আসামির ফাঁসি চাই।কাবন এরা কোন দিনও ভাল হবেনা। এদের জন্য কোন আফছোছ নাই। যে কয জন আসামি এদের সবাইকে ফাসি দেওযা হউক আমরা এদের ফাঁসি চাই।,,,0
1551,আমাদের দেশের মুক্তিযোদ্ধার নাম ডুবিয়ে দিয়েছে এই সমস্ত ক্লাব জুয়া খেলে,,,0
1552,আমাদের সমাজে খুঁজলে একজন ও ভালো মানুষ পাওয়া যাবে না। অথচ এরা কারো দোষ পেলেই তার জীবনটা বিষিয়ে পেলে। এদেশে লক্ষ লক্ষ নারী পুরুষ আছে যাঁরা বিবাহ বহির্ভূত সম্পর্ক করেছে। শুধু মাত্র তাদের ভিডিও নেই বলেই তারা ভালো মানুষ এই দেশের মানুষের ছোটলোকি বুঝা যায় এদের এই রকম নিচ আচরণ দেখে।,,,0
1553,আমার এই ফরাসির আসামিদের দেখে খুব খুব আনন্দ হচ্ছে যেমন কর্ম তার তেমন ফল আল্লাহ সবাইকে হুসিয়ার করে দিলো,,,0
1554,আমার প্রশ্ন হচ্ছে এরা কি কখনও এদের কুকর্মের শাস্তি পাবে,,,0
1555,আমার মনে হয়না টি মেয়ে যেনে শুনে নয়নের মত সন্ত্রাসীর কাছে যাওয়ার জন্য নিজের স্বামীকে খুন করবে!! আর এটা পাগলেও জানে জনকে মেরে আরেক জনকে বিয়ে করা সম্বব নয় কারন সেও ফেসে যাবে আর মেয়েটা চাইলে তো নয়নকে বিষ দিয়েই মেরে ফেলতে পারতো অথবা ডিভস দিয়ে আবার নয়নের কাচে ফিরে যেতে পারতো।।। এখানে যারা নিন্নির দোষ দিচ্ছে তাদের মাথায় সমস্য আছে।,,,0
1556,আমারা ফাঁসি হলেই খুশি,,,0
1557,আমি অনেক দেখেছি এই দেশে সুদু রেবেএ পারে আর পুলিশ জনগনের ভাল পালায়,,,0
1558,আমি চাই ওদের কেউ পুরিয়ে মারা হক,,,0
1559,আমি ছাএলীগ করি তবে এই সব কাজ দেখলে নিজেকে ও গৃন্যা হয় কিসের লীগ লীগ নামে দান্দা বাজি করে কিচু লোকেরা,,,0
1560,আমি বলি জে সম্পূর্ণ ভাবে মিন্নি জরিত আছে কারন যখন রিফাতকে ধরে নিয়া যায় তখন মিন্নি সাভাবিক ছিল ও যখন রিফতকে কুপিয়ে যায় তখন মিন্নি তার জুতা ঠিক করে চলে যায়। আমার কথা হল যে যখন রিফাতকে ধরে নিয়া গেল তখন মিন্নি কিছু করতে পারতো কিন্তু সে কিছুই করেনি তখন সে পুলিশ কে ফোন করতে পারতো কিন্তু সে সম্পূণ ভাবে সভাবিক ছিল এতে বুঝাযায় মিন্নি জরিত আমি চাই প্রধান মন্ত্রি এই ভিডিও টা দেখে সঠিক অপরাধিকে স্থিতি দেওয়া হক,,,0
1561,আমি ভিডিওটা লক্ষ্য করে দেখলাম মহিলাটা বারে বারে ওই প্রশাসকের গায়ের উপরে গিয়েছে। অতএব তার বিরুদ্ধে কোনো ব্যবস্থা নেওয়া হইতেছে না শুধু পুরুষদের বিরুদ্ধে ব্যবস্থা নেওয়া হবে আল্লাহপাক রাব্বুল আলামীন পবিত্র কুরআনুল কারীমের মধ্যে বলে দিয়েছেন যেনাকারীর কথা পরে যেনাকারী নি কথা আগে।,,,0
1562,আমি মিননি জরিত,,,0
1563,আমি যা দেখলাম রিফাত হত্যায় মেয়েটা ও জড়িত,,,0
1564,আমিও প্রথম মিন্নির পক্ষে কথা বলছি এখন এই ভিডিওতে দেখদ যায় মিন্নি নিজে জড়িত তাকেও সাস্তি দেওয়া হক তাকেও রিমান্ডে দেওয়া হক এই ডাইনি টা কতো নিষ্টুর আমি প্রথম মিন্নির পক্ষ নিয়ে কথা বলছি লাম এখন এই ভিডিও টা দেখে আমি পুরো অভাক,,,0
1565,আর কে বাকি আছে।,,,0
1566,আরে ভাই কি বুজে করচেন ওটা কলকাতার একটি ডাক্তার চেম্বারেরে ভিডিও। আমার কাচে লিংক আচে লাগলে বলিয়েন।,,,0
1567,আরো কত কী যে দেখব সামনে আল্লাই জানে,,,0
1568,আল্লাহ যানে কত জন পুরুষের বৌ খাইছে। তাদের প্রকাশ্যে বিচার হলে ভাল হবে।,,,0
1569,আসল খুনি মিন্নী,,,0
1570,আসলে মিন্নির এরকম ভাবা পিছনে হাটা টা সন্দেহ জনক কিন্তু পিছনে আস্তে আস্তে হেটে গেছে বলেই প্রমাণ হয়না যে মিন্নি এর সাথে জরিত মিন্নি যদি এর সাথে জরিত থাকত তাহলে অবস্যই এর অন্য কোন প্রমাণ থাকত তাছাড়া রিফাত ফরাজি একনো মুখ খুলে বলতে পারতো মিন্নিও এর সাথে জরিত যাদেরকে রিমান্ডে নেওয়া হয়েছে তারাওতো মিন্নির কথা কিছু বলেনি রিফাতের বাবা মাও তাদের বউমাকে কিছু বলেনি তাহলে আমরা কি বুঝব প্রমাণ সরুপ শুধু নয়নের সাথে দুইটা ছবি আরত কিছুই নেই মিন্নি তার সামিকে এইভাবে মারাবে আর নয়ন এরকোন প্রমাণ রাখেনি আসলেই অবিসাশ্ব,,,0
1571,আসামী পক্ষের উকিলদের ও শাস্তি দরকার,,,0
1572,আহারে সুখ শান্তি শান্তনা আর কি,,,0
1573,ইউটিউবে হা হা রিয়েক্ট দাবি করছি,,,0
1574,উনি তো রেপ করে নাই সেক্স করসে তাতে প্রব্লেম কই,,,0
1575,এ রায়ে সবাই সন্তুুট প্রকাস করছি,,,0
1576,এই আর নতুন কি রাজনৈতিক নেতার ই এগুলা করে বেড়ায় এই হালার কপাল খারাপ যে সি সি টিভিতে ভাইরাল হইয়া গেসে!,,,0
1577,এই ওএসডি শেষ সরকার সাহস করবে কিনা এর বেশি কিছু করতে ভোলার জেলা পরিষদের ঘটনা কি আপনাদের মনে আছে,,,0
1578,এই করার কি খুব দরকার ছিল আমাদের প্রতিবাদ করা উচিং,,,0
1579,এই ঘটনা মিন্নি ঘটিয়েছে,,,0
1580,এই ছেলেকে আইনের আওতায় আনা উচিত।,,,0
1581,এই ডিসির ভিডিও সোশ্যাল মিডিয়ায় যেই লোকটা ছাড়ছে ওকে নোবেল পুরস্কার দেওয়া হোক আমার সাথে কে কে একমত,,,0
1582,এই ভিডিও টা যে ছেড়েছেন তার উচিত হয় নি এভাবে ছাড়া,,,0
1583,এই ভিডিও তৈরি করে কি বুঝাইতে চাইছেন? আন্ধার ঘরে সাপ । মানে পুড়ো ঘরেই সাপ। মদ গাঁজা খেয়ে ভিডিও তৈরি করলে দেশের দশের জুতার উপহার কপালে জোটবে । ঘটনার সাথে কি বুঝাইতে চাইছেন । জাতির কাছে ক্ষমা চেয়ে পুনরায় তদন্ত করে মিন্নীর চরিত্রের দৃশ্য টা ফুটিয়ে তুলতে অনুরোধ করলাম ।,,,0
1584,এই ভিডিও দেখার পর রিফাতের খুনের সাথে মিন্নির জড়িত থাকার বিষয়ে আর সন্দেহ নাই এই ভিডিও প্রকাশ করার জন্য আপনাকে অনেক ধন্যবাদ,,,0
1585,এই মহিলার স্বামীর এখন কেমন প্রতিক্রিয়া সেটা একটু জানাবেন,,,0
1586,এই মেয়ে খুন করাচে,,,0
1587,এই মেয়ে জড়িত মনে হয়,,,0
1588,এই মেয়ে মিথ্যা কথা বলছে তাকে পুলিশ হেফাজতে নেয়া উচিত যখন কুপিয়ে মারছেন তখন তার হাতের ব্যাগ কিন্তু তোর সে হাত থেকে ছাড়ে নাই এর কারন কি সে এত স্বাভাবিক কেন,,,0
1589,এই মেয়ে সম্পুর্ণ ভাবে জড়িত। কারণ দেখাই যাচ্ছে তারা আগে থেকেই মিটিং করে আসছে। এই মেয়ে জড়িত আছে।,,,0
1590,এই সিসি ক্যামেরাটি কি কলেজের? যদি কলেজের হয়ে থাকে তাহলে এত লম্বা সময় ধরে ঘটনা ঘটলো পুলিশকে কেন খবর দেয়া হলোনা?,,,0
1591,এই হত্যাকাণ্ডের সাথে জড়িত সবাইকে যাঁর যাঁর অপরাধের স্তরে বিচার করা হোক এবং প্রকৃত হত্যাকারীদের মৃত্যুদণ্ড কার্যকর করা হোক,,,0
1592,এই হত্যাকান্ডে মিন্নীর হাত রয়েছে ভিডিও টাই প্রমান।,,,0
1593,এই হল সোনার সোনার সোনার বাংলাদেশ,,,0
1594,এইটা এডিট না এইটা রিয়েল এদের দুজনের কঠিন শাস্তি হওয়া উচিত,,,0
1595,একটা ফালতু মেয়ের খপ্পরে পড়ে ব্যাচারার ক্যারিয়ার শেষ।,,,0
1596,একটি মেয়ে অনেক গুলো ছেলের জিবন। নিয়ে নিল। মিন্নির ফাসি চাই,,,0
1597,একটু চাদ মুখ খানা দেখার সুযোগ করে দেওয়া হোক জে বিডিওটার পরিচালক অনেক সালাম তারে আমার পক্ষ থেকে,,,0
1598,একে ফাঁস দেয়া হক,,,0
1599,এখন এসব এর বিচার হই না,,,0
1600,এখন কান্না কর কেন মনু রা সুন্দর নুসরাত আপি টা কে ক্ষুন করার সময় মনে হয় নাই তোমাদের একদিন এমন পরিনতি হতে পারে,,,0
1601,এখন কেমন লাগে আপনাদের এমনি লেগেছিল নুসরাতের পরিবারের কাছে,,,0
1602,এখন নাটক হবে আর সাধারণ মানুষ শুধু দেখবো,,,0
1603,এখন মিননী কে ও রিফা ফরাজী ও রিশান ফরাজী ও অন্যাখুনীদের কে ফাঁসি দেওয়া উচিত ।খুব দূরত ভাবে।,,,0
1604,এখানে যারা রাজনীতি ব্যাক্তি জরীত আছে আমরা তাদের ফাঁসি চাই ফাঁসি দিতে হবে,,,0
1605,এটা যে জামালপুরের সেই ডিসির ভিডিও তার কি প্রমাণ। এখানেতো আর চেহারা দেখা যাচ্চেনা। অন্যকেউ তো হতে পারে।,,,0
1606,এত সুন্দর একটা ভিডিও দেখার পরেও মানুষ ভাববে এটা সরযন্ত্র ইতিহাসে এরকমের সাদু সন্যাশী হাতেনাতে অনেক ধরা পরেছে আজকাল মানুষ আর ছাগল নয় মানুষ সবই বোঝে ।,,,0
1607,এতো প্রমাণ থাকতে ফাঁসি দেরি হচ্ছে কেন,,,0
1608,এতো সুন্দর বউ থাকলে দুনিয়ার কোনো মেয়ের দিকে তাকাতে ইচ্ছে করবেনা।,,,0
1609,এতো সুন্দর বউ রেখে কেন একটা নষ্টা মেয়ের সাথে পুষ্টিনাষ্টি করতে গেলী এরকম একটা বউ আল্লাহর পক্ষ হতে নেয়ামত বুজলিনারে বুজলিনা।,,,0
1610,এদের প্রকাশ্সে ফাঁসি চাই,,,0
1611,এদের মত কয়েকটা মেয়ের জন্য অনেকের সুখের সংসার দুঃখের সাগরে পরিনত হচ্চে,,,0
1612,এদেরকে চাকরি থেকে বহিষ্কার করা হোক,,,0
1613,এমন কান্না দেখে খোব কস্ট হয় একটা মানুষ যদি অপরাধ করার আগে একটু ভাবতো তাহলে হয়তো আজ এতো গুলো মানুষকে আজ কান্নাহ করতে হতনা আপন জন হারানো কষ্ট ভুগ করতে হতনা দোয়া করি আল্লাহতালার কছে এমন অপরাধ থেকে মানব জাতীকে বীরত রাখে ? আম িন,,,0
1614,এমন ভাবে মিন্নি রিফাত কে ধরে রিকসা করে জায় নি আপনারা কেনো জে এসব ভিডিও করেন না বুঝি না কিছু,,,0
1615,এর বিচার কবে হবে,,,0
1616,এরকম কান্না তো নুসরাতের মা ও করেছিল এবার বুঝ কেমন লাগে সন্তান হারানোর কতটা কষ্ট,,,0
1617,এরকম নারী জাতীর জন্যই আজ সমাজ কলঙ্কিত। বাংলার মানুষের বিবেক দিনদিন লোপ পাচ্ছে।,,,0
1618,এরা করলে তদন্ত হবে আর বিরুদিকেও করলে দেশোদরহি হবে তাইনা আসোলে বাংলাদেশে এখন সাংবাদিক নামে জারোগ সন্তান বরেগেছে আল্লা তুমি এদের হাতথেকে আমাদেরকে রক্ষাকরো,,,0
1619,এরা কি জানেনা কার জন্য কান্না করছে নুছরাতকে কি ভয়ংকর ভাবে আগুনে পুরিয়ে মারছে লজ্জা হয়না এদের এই রকম মানুষ রুপি পশুর জন্য কান্না করতে যদি ওদের জায়গায় এরা হতো তো এরাকি চাইতো না খুনিদের ফাসি হোক হে তখন বলতো এদের ফাসি না হোক। বরং সব খুনিদের পাবলিকের সামনে আগুনে জ্যান্ত পুরিয়ে মারা হোক। জতটুক কস্ট নুছরাতকে দিছে তারাও অনুভব করুক। তবে মানোনিয় প্রধান মন্ত্রী জন নেত্রী জন দরদি শেখ হাসিনা সত্যি আপনাকে অসংখ্য ধন্যবাদ দোয়া করি আল্লা আপনাকে হেদায়েত করুক আমিন,,,0
1620,এরা গরীব নীরিহ পেটের দায়ে হয়তোবা কারো প্রলোভন এ এই পথে!! ডিরেক্টার মেনেজার এদের সাক্ষাৎকার নেন। ভাল্লাগছে আপনারে আগে জানতেন তখন কই ছিলেন আউগারি মিডিয়া আপনারা,,,0
1621,এরা ভাবে মানুষ পাগল মানুষ কিছু বুঝে না।,,,0
1622,এরা সব পান্ডা।এদের কঠিন শাস্তি হওয়া জরুরী।,,,0
1623,এসব কান্না হচ্ছে ভন্ড কান্না নুসরাতের গায়ে আগুন দেয়ার আগে ভাবেনি কেনো এই জানোয়ার গুলো মনে করছে দেশে বিচার নাই আরে জানোয়াররা এখনো দেশে বিচার আছে এবং থাকবে ফাঁসি কার্যকর তারতারি করার জন্য প্রধানমন্ত্রীর কাছে অনুরোধ করছি,,,0
1624,এসব দেখে মানুষ কেমনে চুপ রইলো আহারে রিফাতের কত যে কষ্ট হয়ে ছিলো,,,0
1625,কই কি দোদের দোয়া তুলসি পাতা,,,0
1626,কঠিন বিচার বিভাগের কাছেই সাসতি চাঠ,,,0
1627,কত প্রমান লাগবে তার কাপুর নস্ট করেছে কিনা সেটা কি তদন্ত কমিটি তদন্ত করবে,,,0
1628,কথা বুঝায় তু অপরাধি,,,0
1629,কনো কথা চলবে না তদন্ত চলবে না ফাঁসি চাই ফাঁসি,,,0
1630,কি অদ্ভুত আমাদের দেশের মানুষ তাইনা যে কিনা অপরাধকে ধংস করবে সে নিজেই অপরাধী যখন মূর্খ মন্ত্রী অথবা বজ্জাত ব্যক্তি ব্যক্তিত্বের থেকেও দামী চেয়ার পায় তখন লাত্তি দিয়া সেই চেয়ার থেকে তাকে ফেলে দেওয়া উচিৎ।,,,0
1631,কি বলবো ভাষা হারিয়ে ফেলছি,,,0
1632,কি ভাবে আমাদের নারীরা চাকরি করবে জানিনা।,,,0
1633,কিতা কইতাম ডিসি মিয়া শূন্য রানে বোল্ড হয়ে গেছে কিছুদিন পর এটাও আড়ালে চলে যাবে,,,0
1634,কে করবে কার বিচার বাংলাদেশের শব নেতা খেতা এমন কি দেশের প্রধান শে নিজেও অপরাধী,,,0
1635,কে বসিয়েছে এটা সেটা পরে আসুক অনৈতিক কাজ করেছে এটাই মুখ্য বিষয় আপনাকে সুযোগ দিলো আপনিও রাজি হয়ে গেলেন সাধনা বলছেন আমার ক্ষতি করিনি প্রথম দিনেই ক্যামেরা লাগানো হয়েছিল অর্থাৎ সাধনা এই ফুটেজে আসবার আগে তখন কিছু করেননি এতই সৎ মানুষ ছিল কি সাধনা আর ডিসি স্যার এর কারো শারীরিক চাহিদা ছিলোনা ক্যামেরা আছে জেনে কাজ করেননি সাধনা ভালো মতো চিন্তা করে লাইভ করবেন এতো বাচ্চাকে গল্প শোনাবার মতো,,,0
1636,কেউ দৌড়ে পালায় নিজের আত্মসম্ভ্রম আত্মসম্মান কিংবা আত্মমর্যাদা রক্ষা করতে আবার কেউ পিছনে দৌড়ে বেড়ায় তার আত্মসম্ভ্রম আত্মসম্মান কিংবা আত্মমর্যাদা উড়িয়ে দিতে। সামান্য একটা নিউজের জন্য এটা কি খুব জরুরি আমার মতে এটা মোটেও কাম্য নয়। সবার পরিবার আছে তাদেরও আত্মমর্যাদা আছে। আ মরা রাতের আঁধারে কিংবা দিনের আবেষ্ঠিত অন্ধকারে কম বেশি কত না জঘন্য অপরাধ করে থাকি। পার্থক্য শুধু এতটুকুই উনাদের টা বাইরে প্রকাশ পেয়েছে আর আমাদের টা গোপন আছে। উপরওয়ালা ভাল জানেন। আমরা বাঙালী যে কত নিকৃষ্ট ভাষায় কথা বলতে পারি তার জন্য আপনারা নিজেদের কমেন্ট গুলো একবার হলেও ভাল করে পড়ুন আর ভাবুন তো সেই মহিলার ভাই অথবা বাবা পড়তেছেন এবং নিজেকে সেই স্থানে দ্বার করিয়ে দেখতে চেষ্টা করুন প ারবেন উনারা যা হারাবার তা হারিয়েছেন ফিরে আর কোনদিন পাবেন না। যা আছে তা নিয়ে তাদেরকে বাঁচতে দিন। সবার প্রতি আমার একটা অনুরোধ এভাবে নিকৃষ্ট ভাষায় যেখানে সেখানে কমেন্ট করে নিজেদের বংশের এবং মূর্খতার পরিচয় দিবেন না জানি কোথাও কমেন্ট করে কারো কিছু আসে যায় না তারপরও বলি সৃষ্টিকর্তা এক তিনি সব দেখছেন উনার বিচারের আইনও এক ভিন্ন জনের জন্য ভিন্ন হতে পারে না। কারোও সম্বন্ধে যেকোন বিষয়ে কমেন্ট করার আগে শুধু একবার ভাবুন এই ঘটনা টা আমার সাথেও ঘটতে পারত। ভালো থাকবেন ভুল হলে ধরিয়ে দিবেন। এইচ এম জাকির।,,,0
1637,কেমেরা মেনকে হাজারও তালি,,,0
1638,কোটি মানুষ খুশি হয়েছে ।,,,0
1639,খুনিদের বিচার চাই। মিন্নির ফাঁশি চাই,,,0
1640,খুনিরা কি খিনের বিচার করে,,,0
1641,খুনের সাথে মিন্নি জড়িত। কারনে সে যদি জড়িত না থাকতো শুরু থেকে তার স্বামিকে বাঁচানের চেষ্টা করতো আশে পাশের মানুষের কাছে কান্না করে সাহায্য চাইতো। যা স্বাভাবিক ভাবে স্বামিকে বাঁচানোরর জন্য সব মেয়েরা এটা করতো কিন্তু মিন্নি জড়িত বিধায় এটা করেনি ।,,,0
1642,খুবই খুসি হলাম,,,0
1643,ঘটনা ঘটাইছে সে আবার সেই তদন্ত করে দেখবে বাহহহ বাহহহ বাহহ কথা কন না কেরে,,,0
1644,চরিত্রহীন এবং চরিত্রহীনা উভয়েরই বিচার চাই।,,,0
1645,চিন্তা করি সন্তানগুলা সমাজে কিভাবে মুখ দেখাবে,,,0
1646,চুরি তো চুরি আরো শিনাজুড়ি,,,0
1647,চুরের মায়ের বড় গলা,,,0
1648,চোরের মার বড় গলা,,,0
1649,ছেলে মেয়েকে মানুষের মতো মানুষ না করে অমানুষ করলে এমনই হবে। কান্না কাটি না করে বাকি ছেলে মেয়েদের মানুষ করুন ভালো শিক্ষা দিন যাতে অমানুষ না হয়।,,,0
1650,ছেলেরা অপরাদ করার সময় মনে ছিলো না,,,0
1651,জগত সংসার বড়ই কঠিন জীবনের চাহিদার কাছে আমরা সবাই অপরাধী। আজকের দিনে আমরা সবাই ভুলে গেছি সেই মহান উক্তিটি পাপকে ঘৃণা কর পাপীকে নয়,,,0
1652,জাতি ভিডিও দেখতে চায়,,,0
1653,জাতী একটা কথা জানতে চাই এই কমেন্ট বক্স কি জন্য রাখা হয়ছে? জাতী মিনিট সময় নস্ট করার জন্য নাকি কমেন্টের পতিকৃয়া অনুযায় ব্যবস্থা নেয়ার জন্য?,,,0
1654,টিবি চ্যানেল গুলু হলুদ সাংবাদিক।তাদের কথায় বিশ্বাস করবেন না। ক্যামারায় ধরা পরেছে মিন্নি জরিত।,,,0
1655,ঠিক আছে বিচার,,,0
1656,ডাইরেক্ট ফাঁসি আফিল নাই প্রথমে শিক্ষা দিয়ে নাই বাচ্চা জন্ম দিয়ে শিক্ষা দেয় নাই এখন কান্না করছে সেই সময়টাই যখন ছোটকালে চশমাটা কোথায় ছিল বাবা মা,,,0
1657,ডি সি পাসি চাই মেয়ে কে ওপাসি চাই,,,0
1658,ডিসি আইনের লোক খয়ে কু করম করে পরিবেশ টা খুব সুন্দর না কোন হৈই চই আছে তারপর কাল কে বলিবে ডিসি এটা গুজব,,,0
1659,ডিসি আর ঢালতে পারবে না তাই ভং,,,0
1660,ডিসির রুমে যেই বেক্তি ক্যামেরা টা লাগাইছে থাকে গোয়েন্দা বিভাগে চাকরি দেওয়া হোক !!!,,,0
